CodigoParlamentar;CodigoPublicoNaLegAtual;NomeParlamentar;NomeCompletoParlamentar;SexoParlamentar;FormaTratamento;UrlFotoParlamentar;UrlPaginaParlamentar;EmailParlamentar;SiglaPartidoParlamentar;UfParlamentar;MembroMesa;MembroLideranca;NumeroTelefone;OrdemPublicacao;IndicadorFax;CodigoBloco;NomeBloco;NomeApelido;DataCriacao;CodigoMandato;UfParlamentar;DescricaoParticipacao;NumeroLegislatura;DataInicio;DataFim;NumeroLegislatura;DataInicio;DataFim;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;CodigoExercicio;DataInicio;DescricaoParticipacao;CodigoParlamentar;NomeParlamentar;DataFim;SiglaCausaAfastamento;DescricaoCausaAfastamento;UrlPaginaParticular;DataLeitura
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";;;;;"33039831";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"http://jaderbarbalho.com.br/";
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";;;;;"33039827";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"http://jaderbarbalho.com.br/";
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";;;;;"33039832";"4";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"http://jaderbarbalho.com.br/";
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";;;;;"33039828";"5";"Sim";;;;;;;;;;;;;;;;;;;;;;;;;"http://jaderbarbalho.com.br/";
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";"MDB";"PA";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"528";"PA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5999";"Helenilson Pontes";;;;;;;;;"http://jaderbarbalho.com.br/";
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";"MDB";"PA";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"528";"PA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6000";"Chamon";;;;;;;;;"http://jaderbarbalho.com.br/";
"35";"932";"Jader Barbalho";"Jader Fontenelle Barbalho";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador35.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/35";"sen.jaderbarbalho@senado.leg.br";"MDB";"PA";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"528";"PA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2910";"2019-02-01";;;;;;;"http://jaderbarbalho.com.br/";
"6340";"891";"Jaime Bagattoli";"Jaime Maximino Bagattoli";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6340.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6340";"sen.jaimebagattoli@senado.leg.br";"PL";"RO";"Não";"Sim";"33032714";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"610";"RO";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"5617";"Pastor Valadares";;;;;;;;;;
"6340";"891";"Jaime Bagattoli";"Jaime Maximino Bagattoli";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6340.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6340";"sen.jaimebagattoli@senado.leg.br";"PL";"RO";"Não";"Sim";"33032714";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"610";"RO";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6377";"Dheep Rover";;;;;;;;;;
"6340";"891";"Jaime Bagattoli";"Jaime Maximino Bagattoli";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6340.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6340";"sen.jaimebagattoli@senado.leg.br";"PL";"RO";"Não";"Sim";"33032714";"1";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"610";"RO";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3026";"2023-02-01";;;;;;;;
"6351";"934";"Janaína Farias";"Janaina Carla Farias";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6351.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6351";"sen.janainafarias@senado.leg.br";"PT";"CE";"Não";"Não";"33035940";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"598";"CE";"2º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6350";"Augusta Brito";"3059";"2024-04-02";"Titular";"6336";"Camilo Santana";;;;;
"581";"833";"Jaques Wagner";"Jaques Wagner";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/581";"sen.jaqueswagner@senado.leg.br";;;;;"33036390";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://pt-br.facebook.com/jaqueswagneroficial/";
"581";"833";"Jaques Wagner";"Jaques Wagner";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/581";"sen.jaqueswagner@senado.leg.br";;;;;"33036391";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://pt-br.facebook.com/jaqueswagneroficial/";
"581";"833";"Jaques Wagner";"Jaques Wagner";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/581";"sen.jaqueswagner@senado.leg.br";"PT";"BA";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"555";"BA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5554";"Bebeto";;;;;;;;;"https://pt-br.facebook.com/jaqueswagneroficial/";
"581";"833";"Jaques Wagner";"Jaques Wagner";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/581";"sen.jaqueswagner@senado.leg.br";"PT";"BA";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"555";"BA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"6014";"Luciana Leão Muniz";;;;;;;;;"https://pt-br.facebook.com/jaqueswagneroficial/";
"581";"833";"Jaques Wagner";"Jaques Wagner";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/581";"sen.jaqueswagner@senado.leg.br";"PT";"BA";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"555";"BA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2911";"2019-02-01";;;;;;;"https://pt-br.facebook.com/jaqueswagneroficial/";
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";;;;;"33032390";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";;;;;"33032384";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";;;;;"33032394";"3";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";"UNIÃO";"MT";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"553";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5740";"Fabio Garcia";;;;;;;;;;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";"UNIÃO";"MT";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"553";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5960";"Cândida Farias";;;;;;;;;;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";"UNIÃO";"MT";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"553";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2987";"2022-07-30";;;;;;;;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";"UNIÃO";"MT";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"553";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2913";"2019-02-01";;;;"2022-04-06";"LCS";"Licença com convocação de suplente (sup 120 dias)";;
"4531";"837";"Jayme Campos";"Jayme Veríssimo de Campos";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4531.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4531";"sen.jaymecampos@senado.leg.br";"UNIÃO";"MT";"Não";"Não";;;;"336";"Bloco Parlamentar Democracia";"BLDEM";"2023-02-03";"553";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";;;;;"33032844";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";;;;;"33032031";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";"PSB";"GO";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"533";"GO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5896";"Benjamin Beze Junior";;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";"PSB";"GO";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"533";"GO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5897";"Milton Mercêz";;;;;;;;;;
"5895";"863";"Jorge Kajuru";"Jorge Kajuru Reis da Costa Nasser";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5895.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5895";"sen.jorgekajuru@senado.leg.br";"PSB";"GO";"Não";"Sim";;;;"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"533";"GO";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2914";"2019-02-01";;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif Júnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";;;;;"33033784";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif Júnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";;;;;"33033807";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif Júnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";"PL";"SC";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"613";"SC";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6381";"Hermes Klann";;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif Júnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";"PL";"SC";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"613";"SC";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6382";"Adrian da Blukit";;;;;;;;;;
"6342";"897";"Jorge Seif";"Jorge Seif Júnior";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6342.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6342";"sen.jorgeseif@senado.leg.br";"PL";"SC";"Não";"Sim";;;;"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"613";"SC";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3024";"2023-02-01";;;;;;;;
"6369";"931";"Jussara Lima";"Antônia Jussara Gomes Alves Sousa Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6369.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6369";"sen.jussaralima@senado.leg.br";"PSD";"PI";"Não";"Não";"33035800";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"607";"PI";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"5849";"José Amauri";"3053";"2023-12-14";"Titular";"5016";"Wellington Dias";;;;;
"6369";"931";"Jussara Lima";"Antônia Jussara Gomes Alves Sousa Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6369.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6369";"sen.jussaralima@senado.leg.br";"PSD";"PI";"Não";"Não";"33035800";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"607";"PI";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"5849";"José Amauri";"3041";"2023-02-06";"Titular";"5016";"Wellington Dias";"2023-12-12";"RET";"Retorno do titular";;
"6369";"931";"Jussara Lima";"Antônia Jussara Gomes Alves Sousa Lima";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6369.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6369";"sen.jussaralima@senado.leg.br";"PSD";"PI";"Não";"Não";"33035800";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"607";"PI";"1º Suplente";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"5849";"José Amauri";;;"Titular";"5016";"Wellington Dias";;;;;
"4811";"900";"Laércio Oliveira";"Laércio José de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";;;;;"33031763";"1";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"Laércio Oliveira";"Laércio José de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";;;;;"33031764";"2";"Não";;;;;;;;;;;;;;;;;;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"Laércio Oliveira";"Laércio José de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";"PP";"SE";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"614";"SE";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6383";"Janier";;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"Laércio Oliveira";"Laércio José de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";"PP";"SE";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"614";"SE";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6384";"Fernando Carvalho";;;;;;;;;"https://www.laerciooliveira.com.br/";
"4811";"900";"Laércio Oliveira";"Laércio José de Oliveira";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4811.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/4811";"sen.laerciooliveira@senado.leg.br";"PP";"SE";"Não";"Sim";;;;"346";"Bloco Parlamentar Aliança";"BLALIANÇA";"2023-03-20";"614";"SE";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3025";"2023-02-01";;;;;;;"https://www.laerciooliveira.com.br/";
"5979";"853";"Leila Barros";"Leila Gomes de Barros Rêgo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979";"sen.leilabarros@senado.leg.br";"PDT";"DF";"Não";"Sim";"33036427";"2";"Não";"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"558";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5977";"Leany Lemos";;;;;;;;;"https://www.leiladovolei.com.br/";
"5979";"853";"Leila Barros";"Leila Gomes de Barros Rêgo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979";"sen.leilabarros@senado.leg.br";"PDT";"DF";"Não";"Sim";"33036427";"2";"Não";"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"558";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5978";"Ivonete Nascimento";;;;;;;;;"https://www.leiladovolei.com.br/";
"5979";"853";"Leila Barros";"Leila Gomes de Barros Rêgo";"Feminino";"Senadora ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5979";"sen.leilabarros@senado.leg.br";"PDT";"DF";"Não";"Sim";"33036427";"2";"Não";"353";"Bloco Parlamentar Independência";"BLIND";"2024-04-09";"558";"DF";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2918";"2019-02-01";;;;;;;"https://www.leiladovolei.com.br/";
"5926";"905";"Lucas Barreto";"Luiz Cantuária Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"Não";"Sim";"33034851";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"1º Suplente";"5927";"Paulo Albuquerque";;;;;;;;;;
"5926";"905";"Lucas Barreto";"Luiz Cantuária Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"Não";"Sim";"33034851";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"2º Suplente";"5928";"Patricia Costa";;;;;;;;;;
"5926";"905";"Lucas Barreto";"Luiz Cantuária Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"Não";"Sim";"33034851";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2955";"2020-04-20";;;;;;;;
"5926";"905";"Lucas Barreto";"Luiz Cantuária Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"Não";"Sim";"33034851";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2921";"2019-02-01";;;;"2019-12-16";"LS ";"Licença saúde";;"2019-12-17"
"5926";"905";"Lucas Barreto";"Luiz Cantuária Barreto";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5926.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5926";"sen.lucasbarreto@senado.leg.br";"PSD";"AP";"Não";"Sim";"33034851";"1";"Não";"335";"Bloco Parlamentar da Resistência Democrática";"BLPRD";"2023-02-01";"543";"AP";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;;;;;;
"631";"869";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";"sen.magnomalta@senado.leg.br";"PL";"ES";"Não";"Sim";"33036370";"2";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"600";"ES";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"1º Suplente";"6354";"Marcinha Macedo";;;;;;;;;;
"631";"869";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";"sen.magnomalta@senado.leg.br";"PL";"ES";"Não";"Sim";"33036370";"2";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"600";"ES";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";"2º Suplente";"6355";"Tenente Emerson";;;;;;;;;;
"631";"869";"Magno Malta";"Magno Pereira Malta";"Masculino";"Senador ";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador631.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/631";"sen.magnomalta@senado.leg.br";"PL";"ES";"Não";"Sim";"33036370";"2";"Não";"338";"Bloco Parlamentar Vanguarda";"BLVANG";"2023-02-01";"600";"ES";"Titular";"57";"2023-02-01";"2027-01-31";"58";"2027-02-01";"2031-01-31";;;;"3011";"2023-02-01";;;;;;;;
